paper,year,month,title,outlet
w15223,2009,8,Securitized Banking and the Run on Repo,2
w15224,2009,8,Partisan Representation in Congress and the Geographic Distribution of Federal Funds,2
w15225,2009,8,"Risk, Volatility, and the Global Cross-Section of Growth Rates",NA
w15226,2009,8,Nonparametric Identification and Estimation of Nonadditive Hedonic Models,1
w15227,2009,8,Costly Portfolio Adjustment,NA
w15228,2009,8,"A Tractable Model of Precautionary Reserves, Net Foreign Assets, or Sovereign Wealth Funds",NA
w15229,2009,8,Effects of Venue-Specific State Clean Indoor Air Laws on Smoking-Related Outcomes,2
w15230,2009,8,Political Selection and Persistence of Bad Governments,1
w15231,2009,8,Understanding the Economic Consequences of Shifting Trends in Population Health,2
w15232,2009,8,The Impact of Job Stress on Smoking and Quitting: Evidence from the HRS,2
w15233,2009,8,Is the U.S. Losing Its Preeminence in Higher Education?,NA
w15234,2009,8,"Causality, Structure, and the Uniqueness of Rational Expectations Equilibria",2
w15235,2009,8,International Differences in Longevity and Health and their Economic Consequences,2
w15236,2009,8,"School Entry, Educational Attainment and Quarter of Birth: A Cautionary Tale of LATE",NA
w15237,2009,8,A Search Cost Model of Obfuscation,2
w15238,2009,8,The Gender Gap in Secondary School Mathematics at High Achievement Levels: Evidence from the American Mathematics Competitions,2
w15239,2009,8,Who Pays a Price on Carbon?,2
w15240,2009,8,Disasters implied by equity index options,2
w15241,2009,8,Beyond Testing: Empirical Models of Insurance Markets,2
w15242,2009,8,Screening Peers Softly: Inferring the Quality of Small Borrowers,2
w15243,2009,8,A Parsimonious Macroeconomic Model for Asset Pricing,1
w15244,2009,8,Trending Current Accounts,NA
w15245,2009,8,"Work Disability, Work, and Justification Bias in Europe and the U.S.",3
w15246,2009,8,The Simple Economics of Salience and Taxation,NA
w15247,2009,8,On the Size Distribution of Macroeconomic Disasters,1
w15248,2009,8,Investment and Capital Constraints: Repatriations Under the American Jobs Creation Act,2
w15249,2009,8,"China's Exporters and Importers: Firms, Products and Trade Partners",NA
w15250,2009,8,On the Death of Distance and Borders: Evidence from the Nineteenth Century,2
w15251,2009,8,A Three State Model of Worker Flows in General Equilibrium,2
w15252,2009,8,Aggregate Labor Market Outcomes: The Role of Choice and Chance,2
w15253,2009,8,Position Auctions with Consumer Search,1
w15254,2009,8,Aggregate Implications of Micro Asset Market Segmentation,2
w15255,2009,8,Accounting for Incomplete Pass-Through,1
w15256,2009,8,Estimating Causal Effects of Early Occupational Choice on Later Health: Evidence Using the PSID,NA
w15257,2009,8,Consumption and Labor Supply with Partial Insurance: An Analytical Framework,1
w15258,2009,8,What - or Who - Started the Great Depression?,2
w15259,2009,8,Uncertain Outcomes and Climate Change Policy,2
w15260,2009,8,The Determinants of Stock and Bond Return Comovements,2
w15261,2009,8,"Trade, Foreign Investment, and Industrial Policy for Developing Countries",3
w15262,2009,8,Taxes and Trading versus Intensity Standards: Second-Best Environmental Policies with Incomplete Regulation (Leakage) or Market Power,2
w15263,2009,8,Corporate Taxes and Union Wages in the United States,NA
w15264,2009,9,"De Facto and De Jure Property Rights: Land Settlement and Land Conflict on the Australian, Brazilian and U.S. Frontiers",2
w15265,2009,8,A Tractable Model of Buffer Stock Saving,NA
w15266,2009,8,Cognition and Economic Outcomes in the Health and Retirement Survey,3
w15267,2009,8,"Trade Booms, Trade Busts, and Trade Costs",2
w15268,2009,8,Productivity Growth and Capital Flows: The Dynamics of Reforms,2
w15269,2009,8,Anchoring Fiscal Expectations,2
w15270,2009,8,Monetary Policy Shifts and the Term Structure,1
w15271,2009,8,"Aging, religion, and health",3
w15272,2009,8,Playing the Admissions Game: Student Reactions to Increasing College Competition,2
w15273,2009,8,Haircuts,2
w15274,2009,8,"Adjustment of State Owned and Foreign-Funded Enterprises in China to Economic Reforms, 1980s-2007: a logistic smooth transition regression (LSTR) approach",NA
w15275,2009,8,Finance and Inequality: Theory and Evidence,2
w15276,2009,8,Nonparametric Identification of Multinomial Choice Demand Models with Heterogeneous Consumers,NA
w15277,2009,8,"Grazing, Goods and Girth: Determinants and Effects",2
w15278,2009,8,The Greatest Photographers of the Twentieth Century,NA
w15279,2009,8,The Trouble with Cases,3
w15280,2009,8,"Spring Cleaning: Rural Water Impacts, Valuation and Property Rights Institutions",1
w15281,2009,8,Means-Tested Mortgage Modification: Homes Saved or Income Destroyed?,NA
w15282,2009,8,Labor-Market Matching with Precautionary Savings and Aggregate Fluctuations,1
w15283,2009,8,"House Prices, Home Equity-Based Borrowing, and the U.S. Household Leverage Crisis",1
w15284,2009,8,The Rug Rat Race,2
w15285,2009,8,"The Impact of Information Technology on Scientists' Productivity, Quality and Collaboration Patterns",2
w15286,2009,8,The Granular Origins of Aggregate Fluctuations,1
w15287,2009,8,Alternative Measures of Offshorability: A Survey Approach,2
w15288,2009,8,Variance in Death and Its Implications for Modeling and Forecasting Mortality,2
w15289,2009,8,Credit Spreads and Monetary Policy,2
w15290,2009,8,Economic Conditions and U.S. National Security in the 1930s and Today,NA
w15291,2009,8,Katrina's Children: Evidence on the Structure of Peer Effects from Hurricane Evacuees,1
w15292,2009,8,Low-Frequency Robust Cointegration Testing,2
w15293,2009,8,Impacts of Alternative Emissions Allowance Allocation Methods under a Federal Cap-and-Trade Program,2
w15294,2009,8,Explaining the Price of Voluntary Carbon Offsets,2
w15295,2009,8,Professor Zipf goes to Wall Street,NA
w15296,2009,8,Numerically Stable Stochastic Simulation Approaches for Solving Dynamic Economic Models,2
w15297,2009,8,When Everyone Runs for the Exit,2
w15298,2009,8,Persuasion: Empirical Evidence,2
w15299,2009,8,Do Universities Generate Agglomeration Spillovers? Evidence from Endowment Value Shocks,2
w15300,2009,8,Soft Budgets and Renegotiations in Public-Private Partnerships,NA
w15301,2009,8,Matching on the Estimated Propensity Score,1
w15302,2009,8,Political Economy of Ramsey Taxation,2
w15303,2009,8,How large are the effects of tax changes?,NA
w15304,2009,8,Intracompany Governance and Innovation,NA
w15305,2009,8,Five Centuries of Latin American Inequality,2
w15306,2009,9,Nature of Oil Price Shocks and Monetary Policy,NA
w15307,2009,9,"Portfolio Choice in Retirement: Health Risk and the Demand for Annuities, Housing, and Risky Assets",2
w15308,2009,10,The financial crisis and sizable international reserves depletion: From 'fear of floating' to the 'fear of losing international reserves'?,2
w15309,2009,9,Estimating Heterogeneity in the Benefits of Medical Treatment Intensity,2
w15310,2009,9,"Liquidity, Activity, Mortality",NA
w15311,2009,9,The Short-Term Mortality Consequences of Income Receipt,2
w15312,2009,9,News Shocks,2
w15313,2009,9,"Entry, Exit, and the Determinants of Market Structure",2
w15314,2009,9,The Effect of Maternal Depression and Substance Abuse on Child Human Capital Development,NA
w15315,2009,9,Specific and General Information Sharing Among Academic Scientists,2
w15316,2009,9,Induced Innovation and Social Inequality: Evidence from Infant Medical Care,2
w15317,2009,9,The Efficiency of Sponsor and Participant Portfolio Choices in 401(k) Plans,2
w15318,2009,9,Measuring the Timing Ability and Performance of Bond Mutual Funds,2
w15319,2009,9,The CHAT Dataset,NA
w15320,2009,9,Recent Trends in Top Income Shares in the USA: Reconciling Estimates from March CPS and IRS Tax Return Data,2
w15321,2009,9,Growing Up in a Recession: Beliefs and the Macroeconomy,1
w15322,2009,9,Estimating the Employer Switching Costs and Wage Responses of Forward-Looking Engineers,2
w15323,2009,9,Teacher Performance Pay: Experimental Evidence from India,1
w15324,2009,9,Dynamic Incentive Accounts,2
w15325,2009,9,The Financing of R&D and Innovation,2
w15326,2009,9,Genetic Adverse Selection: Evidence from Long-Term Care Insurance and Huntington Disease,2
w15327,2009,9,Mutual Fund Tax Clienteles,2
w15328,2009,9,Behavioral Economics and Tax Policy,2
w15329,2009,9,"Income Distribution, Product Quality, and International Trade",1
w15330,2009,9,Insurer Bargaining and Negotiated Drug Prices in Medicare Part D,NA
w15331,2009,9,Tiebreaker: Certification and Multiple Credit Ratings,2
w15332,2009,9,New Evidence on the First Financial Bubble,2
w15333,2009,9,Risk Aversion and Clientele Effects,NA
w15334,2009,9,The Subprime Crisis and House Price Appreciation,2
w15335,2009,9,Risk and Expected Returns of Private Equity Investments: Evidence Based on Market Prices,2
w15336,2009,9,Hedge Funds as Liquidity Providers: Evidence from the Lehman Bankruptcy,2
w15337,2009,9,Unintended Consequences from Nested State & Federal Regulations: The Case of the Pavley Greenhouse-Gas-per-Mile Limits,2
w15338,2009,9,Macroeconomic Effects of Financial Shocks,1
w15339,2009,9,How large are returns to schooling? Hint: Money isn't everything,2
w15340,2009,9,Technological Growth and Asset Pricing,2
w15341,2009,9,Growth Accounting,NA
w15342,2009,9,Export Prices Across Firms and Destinations,1
w15343,2009,9,How Far Are We From The Slippery Slope? The Laffer Curve Revisited,2
w15344,2009,9,The Right Amount of Trust,2
w15345,2009,9,Poverty Alleviation and Child Labor,2
w15346,2009,9,Selection and Comparative Advantage in Technology Adoption,1
w15347,2009,9,Professionals Do Not Play Minimax: Evidence from Major League Baseball and the National Football League,NA
w15348,2009,9,Mom-and-Pop Meet Big-Box: Complements or Substitutes?,2
w15349,2009,9,Spatial Development,1
w15350,2009,9,How Ordinary Consumers Make Complex Economic Decisions: Financial Literacy and Retirement Readiness,2
w15351,2009,9,Misperceptions About the Magnitude and Timing of Changes in American Income Inequality,NA
w15352,2009,9,Financial Literacy among the Young: Evidence and Implications for Consumer Policy,2
w15353,2009,9,Towards a Common European Monetary Union Risk Free Rate,NA
w15354,2009,9,A Cure for Crime? Psycho-Pharmaceuticals and Crime Trends,2
w15355,2009,9,Women's Rights and Development,2
w15356,2009,9,Financial Innovation and Endogenous Growth,2
w15357,2009,9,Cross-Country Causes and Consequences of the 2008 Crisis: Early Warning,2
w15358,2009,9,Cross-Country Causes and Consequences of the 2008 Crisis: International Linkages and American Exposure,2
w15359,2009,9,Lost in Transit: Product Replacement Bias and Pricing to Market,1
w15360,2009,9,The Political Economy of Ethnolinguistic Cleavages,2
w15361,2009,9,The Role of Simplification and Information in College Decisions: Results from the H&R Block FAFSA Experiment,1
w15362,2009,9,Systemic Risk and the Refinancing Ratchet Effect,2
w15363,2009,9,Model Structure and the Combined Welfare and Trade Effects of China's Trade Related Policies,2
w15364,2009,9,"Inheritances, Health and Death",2
w15365,2009,9,"Party Affiliation, Partisanship, and Political Beliefs: A Field Experiment",2
w15366,2009,9,Who Counts in Evaluating the Effects of Air Pollution Policies on Households? Non-Market Valuation in the Presence of Dependencies,2
w15367,2009,9,Measuring Central Bank Communication: An Automated Approach with Application to FOMC Statements,NA
w15368,2009,9,Do Leaders Affect Government Spending Priorities?,NA
w15369,2009,9,Macroeconomic Effects from Government Purchases and Taxes,1
w15370,2009,9,Level versus Equivalent Intensity Carbon Mitigation Commitments,NA
w15371,2009,9,The Impact of Tort Reform on Employer-Sponsored Health Insurance Premiums,2
w15372,2009,9,Measuring How Risk Tradeoffs Adjust With Income,2
w15373,2009,9,The Economic and Policy Consequences of Catastrophes,2
w15374,2009,9,Riding the Wave of Trade: Explaining the Rise of Labor Regulation in the Golden Age of Globalization,2
w15375,2009,9,Methods versus Substance: Measuring the Effects of Technology Shocks on Hours,2
w15376,2009,9,The Fundamental Law of Road Congestion: Evidence from US cities,1
w15377,2009,9,Clusters of Entrepreneurship,2
w15378,2009,9,Persistence of Civil Wars,2
w15379,2009,9,Financial Crises and Economic Activity,2
w15380,2009,9,The Effects of School Desegregation on Crime,NA
w15381,2009,9,On the Scholes Liquidation Problem,NA
w15382,2009,9,Is the Volatility of the Market Price of Risk due to Intermittent Portfolio Re-balancing?,1
w15383,2009,9,The Welfare Effects of Medical Malpractice Liability,2
w15384,2009,9,Credit Default Swaps and the Credit Crisis,2
w15385,2009,9,Evaluating Monetary Policy,3
w15386,2009,9,Evidence from Two Large Field Experiments that Peer Comparison Feedback Can Reduce Residential Energy Usage,2
w15387,2009,9,"Into College, Out of Poverty? Policies to Increase the Postsecondary Attainment of the Poor",3
w15388,2009,9,The formation of inflation expectations: an empirical analysis for the UK,NA
w15389,2009,9,"Credit Crises, Money and Contractions: an historical view",2
w15390,2009,10,Music for a Song: An Empirical Look at Uniform Song Pricing and its Alternatives,2
w15391,2009,10,"O Sister, Where Art Thou? The Role of Son Preference and Sex Choice: Evidence from Immigrants to Canada",2
w15392,2009,10,"Regulation of private health insurance markets: Lessons from enrollment, plan type choice, and adverse selection in Medicare Part D",NA
w15393,2009,10,"Intellectual Property Rights, Foreign Direct Investment, and Industrial Development",2
w15394,2009,10,When is the government spending multiplier large?,1
w15395,2009,10,The Market Crash and Mass Layoffs: How the Current Economic Crisis May Affect Retirement,2
w15396,2009,10,"Microinsurance, Trust and Economic Development: Evidence from a Randomized Natural Field Experiment",NA
w15397,2009,10,U.S. Trade Policy Since 1934: An Uneven Path Toward Greater Trade Liberalization,NA
w15398,2009,10,"Spatial Mismatch, Immigrant Networks, and Hispanic Employment in the United States",2
w15399,2009,10,Disasters Risk and Business Cycles,1
w15400,2009,10,Power Fluctuations and Political Economy,2
w15401,2009,10,Are Hard Pegs Ever Credible in Emerging Markets? Evidence from the Classical Gold Standard,NA
w15402,2009,10,Government Advertising and Media Coverage of Corruption Scandals,2
w15403,2009,10,Banking Crises and the Rules of the Game,NA
w15404,2009,10,Causes of the Great Recession of 2007-9: The Financial Crisis is the Symptom not the Disease!,2
w15405,2009,10,Optimal taxation in the presence of bailouts,2
w15406,2009,10,Recent Trends in the Earnings of New Immigrants to the United States,NA
w15407,2009,10,Activist Fiscal Policy to Stabilize Economic Activity,2
w15408,2009,10,Top Incomes in the Long Run of History,2
w15409,2009,10,The Area and Population of Cities: New Insights from a Different Perspective on Cities,1
w15410,2009,10,Moral Hazard Matters: Measuring Relative Rates of Underinsurance Using Threshold Measures,2
w15411,2009,10,"Endowments, Fiscal Federalism, and the Cost of Capital for States: Evidence from Brazil, 1891-1930",2
w15412,2009,10,Accidental Death and the Rule of Joint and Several Liability,2
w15413,2009,10,Traffic Congestion and Infant Health: Evidence from E-ZPass,2
w15414,2009,10,Crises and Liquidity in Over-the-Counter Markets,2
w15415,2009,10,Family Ties and Political Participation,2
w15416,2009,10,Two Perspectives on Preferences and Structural Transformation,1
w15417,2009,10,"Culture, Policies and Labor Market Outcomes",2
w15418,2009,10,"One TV, One Price?",2
w15419,2009,10,Are Bilateral Remittances Countercyclical?,2
w15420,2009,10,The Economics of Open Air Markets,NA
w15421,2009,10,Household Response to the 2008 Tax Rebate: Survey Evidence and Aggregate Implications,3
w15422,2009,10,Tobacco Regulation through Litigation: The Master Settlement Agreement,3
w15423,2009,10,Where Does Energy R&D Come From? Examining Crowding Out from Environmentally-Friendly R&D,2
w15424,2009,10,Inflation targeting and private sector forecasts,3
w15425,2009,10,FINANCIAL CRISES AND LIQUIDITY SHOCKS: A Bank-Run Perspective,2
w15426,2009,10,Executive Compensation: Facts,NA
w15427,2009,10,Adaptive Consumption Behavior,2
w15428,2009,10,Medium Term Business Cycles in Developing Countries,2
w15429,2009,10,Investment in Energy Infrastructure and the Tax Code,3
w15430,2009,10,An Empirical Analysis of the Gender Gap in Mathematics,2
w15431,2009,10,Gun Control after Heller: Litigating against Regulation,2
w15432,2009,10,"Financial Globalization, Financial Crises and Contagion",2
w15433,2009,10,Parametric Estimations of the World Distribution of Income,NA
w15434,2009,10,Paying a Premium on Your Premium? Consolidation in the U.S. Health Insurance Industry,1
w15435,2009,10,What the Stock Market Decline Means for the Financial Security and Retirement Choices of the Near-Retirement Population,2
w15436,2009,10,Effects of Urban Sprawl on Obesity,2
w15437,2009,10,Not Invented Here? Innovation in Company Towns,2
w15438,2009,10,Large Changes in Fiscal Policy: Taxes Versus Spending,3
w15439,2009,10,Long Term Effects of Minimum Legal Drinking Age Laws on Adult Alcohol Use and Driving Fatalities,2
w15440,2009,10,The Reorganization of Inventive Activity in the United States during the Early Twentieth Century,3
w15441,2009,10,Unilateral Measures and Emissions Mitigation,NA
w15442,2009,10,"International Trade, Foreign Direct Investment, and Technology Spillovers",3
w15443,2009,10,Breakthrough Inventions and Migrating Clusters of Innovation,2
w15444,2009,10,Delocation and Trade Agreements in Imperfectly Competitive Markets,2
w15445,2009,10,The WTO: Theory and Practice,2
w15446,2009,10,The Changing Selectivity of American Colleges,2
w15447,2009,10,Evidence of Regulatory Arbitrage in Cross-Border Mergers of Banks in the EU,NA
w15448,2009,10,India Transformed? Insights from the Firm Level 1988-2005,2
w15449,2009,10,Institutional Investors and Proxy Voting on Compensation Plans: The Impact of the 2003 Mutual Fund Voting Disclosure Regulation,2
w15450,2009,10,Rational Attention Allocation Over the Business Cycle,NA
w15451,2009,10,The Environment and Directed Technical Change,1
w15452,2009,10,Macro-Hedging for Commodity Exporters,2
w15453,2009,10,Are CEOs Expected Utility Maximizers?,2
w15454,2009,10,"A Theory of Banks, Bonds, and the Distribution of Firm Size",NA
w15455,2009,10,Is Newer Better? Penn World Table Revisions and Their Impact on Growth Estimates,2
w15456,2009,10,"Risk Protection, Service Use, and Health Outcomes Under Colombia's Health Insurance Program for the Poor",2
w15457,2009,10,The Demographics of Innovation and Asset Returns,2
w15458,2009,10,Paulson's Gift,2
w15459,2009,10,Can Learnability Save New-Keynesian Models?,2
w15460,2009,10,"Breach, Remedies and Dispute Settlement in Trade Agreements",1
w15461,2009,10,Cheaper By the Dozen: Using Sibling Discounts at Catholic Schools to Estimate the Price Elasticity of Private School Attendance,NA
w15462,2009,10,Can Owning a Home Hedge the Risk of Moving?,2
w15463,2009,10,Testing the Correlated Random Coefficient Model,2
w15464,2009,10,Identifying Government Spending Shocks: It's All in the Timing,1
w15465,2009,10,The Economic Cost of Harboring Terrorism,2
w15466,2009,10,Incentives and Creativity: Evidence from the Academic Life Sciences,2
w15467,2009,10,Why are the 2000s so different from the 1970s? A structural interpretation of changes in the macroeconomic effects of oil prices,2
w15468,2009,10,Investments in Pharmaceuticals Before and After TRIPS,2
w15469,2009,11,Financial Literacy and Financial Sophistication Among Older Americans,NA
w15470,2009,11,"Micro, Macro, and Strategic Forces in International Trade Invoicing",NA
w15471,2009,11,The Rate of Return to the High/Scope Perry Preschool Program,2
w15472,2009,11,"Mortgage Default, Foreclosure, and Bankruptcy",NA
w15473,2009,11,Are High Quality Schools Enough to Close the Achievement Gap? Evidence from a Social Experiment in Harlem,2
w15474,2009,11,"The US Productivity Slowdown, the Baby Boom, and Management Quality",2
w15475,2009,11,The Global 1970s and the Echo of the Great Depression,3
w15476,2009,11,The Welfare Effects of Ticket Resale,NA
w15477,2009,11,Families as Roommates: Changes in U.S. Household Size from 1850 to 2000,2
w15478,2009,11,Thirty Years of Currency Crises in Argentina: External Shocks or Domestic Fragility?,2
w15479,2009,11,Fire Sales in a Model of Complexity,2
w15480,2009,11,Short-run Effects of Parental Job Loss on Children's Academic Achievement,2
w15481,2009,11,The Chinese Warrants Bubble,1
w15482,2009,11,Dynamic Debt Runs,2
w15483,2009,11,"Unequal We Stand: An Empirical Analysis of Economic Inequality in the United States, 1967-2006",2
w15484,2009,11,"Hoarding International Reserves Versus a Pigovian Tax-Cum-Subsidy Scheme: Reflections on the Deleveraging Crisis of 2008-9, and a Cost Benefit Analysis",2
w15485,2009,11,The Impact of Minimum Wage Rates on Body Weight in the United States,3
w15486,2009,11,Bidding for Brains: Intellectual Property Rights and the International Migration of Knowledge Workers,2
w15487,2009,11,A Preferred-Habitat Model of the Term Structure of Interest Rates,1
w15488,2009,11,Trends in the Level and Distribution of Income Support,3
w15489,2009,11,"The Role of Search in University Productivity: Inside, Outside, and Interdisciplinary Dimensions",2
w15490,2009,11,Cross-Country Differences in Productivity: The Role of Allocation and Selection,1
w15491,2009,11,Revealing Failures in the History of School Finance,NA
w15492,2009,11,The Economics of Trade Agreements in the Linear Cournot Delocation Model,2
w15493,2009,11,Family Bonding with Universities,2
w15494,2009,11,Foreign Demand for Domestic Currency and the Optimal Rate of Inflation,2
w15495,2009,11,"Regulation, Allocation, and Leakage in Cap-and-Trade Markets for CO2",NA
w15496,2009,11,By How Much Does GDP Rise if the Government Buys More Output?,2
w15497,2009,11,Family Violence and Football: The Effect of Unexpected Emotional Cues on Violent Behavior,1
w15498,2009,11,Financing Constraints and Entrepreneurship,3
w15499,2009,11,"Banking Deregulations, Financing Constraints, and Firm Entry Size",2
w15500,2009,11,Human Capital In China,2
w15501,2009,11,The Agglomeration of US Ethnic Inventors,3
w15502,2009,11,Art and Money,1
w15503,2009,11,Import Competition and Quality Upgrading,2
w15504,2009,11,An Empirical Evaluation of the Long-Run Risks Model for Asset Prices,2
w15505,2009,11,On Quality Bias and Inflation Targets,2
w15506,2009,11,Risk Price Dynamics,2
w15507,2009,11,The Effect of Immigration on Productivity: Evidence from US States,2
w15508,2009,11,The Level and Distribution of Global Household Wealth,2
w15509,2009,11,The Gravity of Knowledge,1
w15510,2009,11,Heterogeneity in the effect of regulation on entrepreneurship and entry size,2
w15511,2009,11,Innovators: Songwriters,NA
w15512,2009,11,"Credit Booms Gone Bust: Monetary Policy, Leverage Cycles and Financial Crises, 1870-2008",1
w15513,2009,11,Decentralized Trading with Private Information,1
w15514,2009,11,Anchors Away: How Fiscal Policy Can Undermine the Taylor Principle,NA
w15515,2009,11,Did Fair-Value Accounting Contribute to the Financial Crisis?,2
w15516,2009,11,Global Climate Policy Architecture and Political Feasibility: Specific Formulas and Emission Targets to Attain 460 ppm CO2 Concentrations,2
w15517,2009,11,A Mathematical Model for Estimating the Number of Health Workers Required for Universal Antiretroviral Treatment,NA
w15518,2009,11,The Carry Trade and Fundamentals: Nothing to Fear But FEER Itself,2
w15519,2009,11,The Feldstein-Horioka fact,3
w15520,2009,11,"Agricultural Improvements and Access to Rail Transportation: The American Midwest as a Test Case, 1850-1860",2
w15521,2009,11,"Immigration, Wages, and Compositional Amenities",2
w15522,2009,11,Discovering One's Talent: Learning from Academic Specialization,2
w15523,2009,11,Currency Carry Trade Regimes: Beyond the Fama Regression,2
w15524,2009,11,"From Great Depression to Great Credit Crisis: Similarities, Differences and Lessons",2
w15525,2009,11,Current Account Fact and Fiction,NA
w15526,2009,11,Taxation of Human Capital and Wage Inequality: A Cross-Country Analysis,1
w15527,2009,11,Markets for Reputation: Evidence on Quality and Quantity in Academe,2
w15528,2009,11,Financial Choice in a Non-Ricardian Model of Trade,NA
w15529,2009,11,Trust and Delegation,2
w15530,2009,11,Endogenous Market Structure and Foreign Market Entry,2
w15531,2009,11,The Impact of No Child Left Behind on Student Achievement,2
w15532,2009,11,"Cash-out or flame-out! Opportunity cost and entrepreneurial strategy: Theory, and evidence from the information security industry",2
w15533,2009,11,Jump-Robust Volatility Estimation using Nearest Neighbor Truncation,2
w15534,2009,11,"Foreign Currency Debt, Financial Crises and Economic Growth: A Long Run View",2
w15535,2009,11,Intended and Unintended Consequences of Prison Reform,2
w15536,2009,11,Urban Economics and Entrepreneurship,2
w15537,2009,11,The State of Corporate Governance Research,2
w15538,2009,11,When Safe Proved Risky: Commercial Paper During the Financial Crisis of 2007-2009,2
w15539,2009,11,Estimation of Treatment Effects Without an Exclusion Restriction: with an Application to the Analysis of the School Breakfast Program,2
w15540,2009,11,Bayesian Persuasion,1
w15541,2009,11,International Trade and Domestic Regulation,2
w15542,2009,11,How Debt Markets have Malfunctioned in the Crisis,2
w15543,2009,11,"Voluntary Public Goods Provision, Coalition Formation, and Uncertainty",NA
w15544,2009,11,The Effect of Newspaper Entry and Exit on Electoral Politics,1
w15545,2009,11,Tractability in Incentive Contracting,2
w15546,2009,11,A Formal Test of Assortative Matching in the Labor Market,NA
w15547,2009,11,Do Working Men Rebel? Insurgency and Unemployment in Iraq and the Philippines,2
w15548,2009,11,A Concordance Between Ten-Digit U.S. Harmonized System Codes and SIC/NAICS Product Classes and Industries,2
w15549,2009,11,Accountability and Flexibility in Public Schools: Evidence from Boston's Charters and Pilots,1
w15550,2009,12,Do Oil Windfalls Improve Living Standards? Evidence from Brazil,2
w15551,2009,12,A Reference Point Theory of Mergers and Acquisitions,2
w15552,2009,12,The Real Effects of Financial Constraints: Evidence from a Financial Crisis,2
w15553,2009,12,How Much Consumption Insurance Beyond Self-Insurance?,2
w15554,2009,12,Cross Sectional Facts for Macroeconomists,2
w15555,2009,12,Testing Theories of Scarcity Pricing in the Airline Industry,NA
w15556,2009,12,Exports and Financial Shocks,1
w15557,2009,12,"Distance, Trade, and Income - The 1967 to 1975 Closing of the Suez Canal as a Natural Experiment",2
w15558,2009,12,Climate Variability and Water Infrastructure: Historical Experience in the Western United States,3
w15559,2009,12,"""Do the Right Thing:"" The Effects of Moral Suasion on Cooperation",2
w15560,2009,12,"National Borders, Conflict and Peace",3
w15561,2009,12,Labor Supply Heterogeneity and Macroeconomic Co-movement,NA
w15562,2009,12,Using Inflation to Erode the U.S. Public Debt,2
w15563,2009,12,What Ties Return Volatilities to Price Valuations and Fundamentals?,1
w15564,2009,12,"Employers' Preferences for Gender, Age, Height and Beauty: Direct Evidence",NA
w15565,2009,12,Quantitative Easing: A Rationale and Some Evidence from Japan,2
w15566,2009,12,Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources,2
w15567,2009,12,Crisis Resolution and Bank Liquidity,2
w15568,2009,12,The Internal Governance of Firms,2
w15569,2009,12,Creditor rights and corporate risk-taking,2
w15570,2009,12,Investment Shocks and Business Cycles,2
w15571,2009,12,The Changing Landscape of Blockbuster Punitive Damages Awards,2
w15572,2009,12,Profiting from Regulation: An Event Study of the EU Carbon Market,2
w15573,2009,12,Lessons from the Great American Real Estate Boom and Bust of the 1920s,3
w15574,2009,12,An Economic Evaluation of the War on Cancer,2
w15575,2009,12,"Banking System Control, Capital Allocation, and Economy Performance",2
w15576,2009,12,The Global Agglomeration of Multinational Firms,2
w15577,2009,12,"Productivity Growth and Levels in France, Japan, the United Kingdom and the United States in the Twentieth Century",2
w15578,2009,12,The Monopoly of Violence: Evidence from Colombia,2
w15579,2009,12,"Productivity, Welfare and Reallocation: Theory and Firm-Level Evidence",NA
w15580,2009,12,The Consumption Terms of Trade and Commodity Prices,3
w15581,2009,12,The Economics of Labor Coercion,1
w15582,2009,12,Public versus Private Risk Sharing,2
w15583,2009,12,Taxes and Time Allocation: Evidence from Single Women,1
w15584,2009,12,The Great Depression Analogy,2
w15585,2009,12,Discontinuous Behavioral Responses to Recycling Laws and Plastic Water Bottle Deposits,2
w15586,2009,12,Testing for Adverse Selection in Insurance Markets,2
w15587,2009,12,"The Evolution of Ideology, Fairness and Redistribution",2
w15588,2009,12,Risk-Adjusted Gamma Discounting,2
w15589,2009,12,Is a WIC Start a Better Start? Evaluating WIC's Impact on Infant Health Using Program Introduction,2
w15590,2009,12,Pain at the Pump: The Differential Effect of Gasoline Prices on New and Used Automobile Markets,NA
w15591,2009,12,Momentum Cycles and Limits to Arbitrage Evidence from Victorian England and Post-Depression US Stock Markets,NA
w15592,2009,12,Effects of Terms of Trade Gains and Tariff Changes on the Measurement of U.S. Productivity Growth,2
w15593,2009,12,Measuring the Gains from Trade under Monopolistic Competition,2
w15594,2009,12,Upon Daedalian Wings of Paper Money: Adam Smith and the Crisis of 1772,2
w15595,2009,12,Utility from Accumulation,3
w15596,2009,12,"Droughts, Floods and Financial Distress in the United States",3
w15597,2009,12,Migration and the Welfare State: A Dynamic Political-Economy Theory,3
w15598,2009,12,Compulsory Licensing - Evidence from the Trading with the Enemy Act,1
w15599,2009,12,Composition of International Capital Flows: A Survey,2
w15600,2009,12,"The Good, the Bad and the Average: Evidence on the Scale and Nature of Ability Peer Effects in Schools",2
w15601,2009,12,The (Dis)saving Behavior of the Aged in Japan,2
w15602,2009,12,Criminal Recidivism after Prison and Electronic Monitoring,1
w15603,2009,12,The Effects of Product Liability Exemption in the Presence of the FDA,3
w15604,2009,12,"Trade, Multinational Production, and the Gains from Openness",1
